sqft_living,sqft_lot,floors,view,sqft_above,sqft_basement,price,yr_built
1930,8254,2,0,1930,0,369950,2014
3028,18055,2,0,3028,0,480000,2005
3180,4869,2,0,2390,790,440000,2007
2950,4161,2,0,2210,740,839704,2014
1430,1276,3,0,1430,0,535000,2007
1020,1275,3,0,1020,0,290000,2008
1650,1793,3,0,1650,0,370000,2007
1060,651,3,0,1060,0,405000,2007
2620,6019,2,0,2620,0,499431,2013
1830,3868,2,0,1830,0,275000,2007
998,844,2,0,798,200,320000,2007
2070,4427,2,0,2070,0,425000,2007
2860,2199,3,0,2860,0,1.45E+06,2013
1920,5688,1,3,1920,0,340000,2007
1210,2046,2,0,920,290,299900,2008
4890,12039,2,0,3590,1300,865950,2014
3420,17038,2,0,3420,0,720000,2007
2870,3225,2,3,2070,800,460000,2006
1600,2042,2,0,1600,0,375000,2005
960,1829,2,0,960,0,386180,2005
1740,5639,1,3,1740,0,280000,2010
2575,4725,2,0,2575,0,359000,2011
3660,11995,2,2,3660,0,785000,2006
1420,1230,2,0,940,480,425000,2009
3070,7200,2,0,3070,0,575000,2005
1920,144619,1,0,1920,0,465000,2014
4160,10335,2,0,4160,0,1.85E+06,2014
3276,10801,2,0,3276,0,720000,2008
2890,5000,1,0,1310,1580,390000,2006
3430,10177,2,0,3430,0,2.21E+06,2014
3390,3979,2,0,2610,780,1.05E+06,2014
2930,14980,2,3,2930,0,915000,2013
1300,1314,3,0,1300,0,562000,2008
1250,1208,2,0,1040,210,349000,2007
2310,7800,2,0,2310,0,375000,2011
1360,1336,3,0,1360,0,479950,2008
2020,5100,2,0,2020,0,319000,2010
1270,1067,3,0,1270,0,325000,2009
2790,8092,2,0,2790,0,505657,2013
2320,4142,2,0,2320,0,340000,2010
1750,6351,2,0,1750,0,250000,2012
2030,4596,2,0,2030,0,349500,2014
1270,865,2,0,1080,190,290750,2008
2710,2356,2,0,2230,480,715000,2013
2520,8433,2,0,2520,0,689950,2014
1340,1263,3,0,1340,0,425000,2008
1570,1281,3,0,1570,0,657000,2014
2690,5564,2,0,2690,0,359950,2007
2475,4276,2,0,2475,0,319900,2014
2260,2050,2,0,1170,1090,532000,2010
840,863,3,0,840,0,291000,2008
1720,1330,2,0,1030,690,675000,2004
2940,6500,3,0,2940,0,885000,2014
4170,9090,2,0,4170,0,1.45E+06,2008
4310,10000,2,0,2950,1360,780000,2008
3010,7200,2,0,3010,0,839950,2014
2170,1984,2.5,0,2170,0,645000,2008
1584,3200,2,0,1584,0,263000,2011
1110,1290,3,0,1110,0,345000,2006
2420,5006,2,0,2420,0,505000,2013
1430,1210,2,0,1340,90,522500,2005
2393,4788,2,0,2393,0,400000,2012
1240,949,3,0,1240,0,543000,2008
2980,12075,1,0,1910,1070,495000,2007
2970,6587,2,0,2260,710,549995,2014
2329,5720,2,0,2329,0,327555,2010
3340,9075,2,0,2600,740,690000,2005
2580,2875,2,0,2580,0,673000,2015
2029,3906,2,0,2029,0,384435,2014
3430,6500,2,0,3050,380,780000,2006
3330,5042,2,2,2470,860,1.38E+06,2014
3220,5081,2,0,3220,0,950968,2013
1240,750,2,0,1150,90,334950,2008
1500,1249,2,0,1240,260,489000,2004
3530,8345,2,0,3530,0,600000,2006
1260,915,2,0,1020,240,282000,2007
4168,8485,2,0,3222,946,442000,2007
1030,2850,2,0,1030,0,220000,1995
3080,5598,2,0,3080,0,489000,2006
1072,4339,2,0,1072,0,250000,2009
2790,5000,2,0,2790,0,484259,2014
4090,16972,2,2,3590,500,1.68E+06,2007
1800,4357,2,0,1800,0,450000,2013
830,1276,2,0,830,0,299000,2005
2280,4557,2,0,2280,0,450000,2010
2110,1286,2,0,1710,400,585000,2007
1570,1680,3,0,1570,0,660000,2014
830,1333,2,0,830,0,301500,2005
4120,8258,2,0,4120,0,949950,2012
2540,5760,2,0,2540,0,759990,2009
2050,4000,2,0,2050,0,355000,2014
3080,7242,2,0,3080,0,889950,2014
2390,1984,2,0,2220,170,629800,2008
3170,5100,2,0,3170,0,745000,2012
1240,1331,2,0,1050,190,379900,2007
1090,1139,2,0,960,130,335000,2009
4630,6324,2,0,3210,1420,809000,2006
3230,5899,2,0,3230,0,569950,2012
3510,9263,2,0,3510,0,723000,2001
1785,2552,2,0,1785,0,282000,2009
2360,3873,2,0,1990,370,569900,2006
2340,9716,1,0,2340,0,385000,2009
1620,1075,3,0,1540,80,420000,2009
3890,3452,2,0,2890,1000,2.25E+06,2006
3590,5335,2,2,3140,450,1.21E+06,2006
1984,4460,2,0,1984,0,292000,2012
1640,1023,3,0,1640,0,645000,2014
1350,942,3,0,1350,0,304500,2008
2730,5707,2,0,2000,730,489500,2011
5610,11063,3,0,4750,860,1.58E+06,2006
962,1992,2,0,962,0,390000,2012
3040,4006,2,0,2350,690,815000,2013
2540,10578,2,1,2010,530,719000,2014
2240,4800,2,0,2240,0,331210,2014
1260,1270,2,0,1040,220,245000,2005
3210,7200,2,0,2410,800,465000,2011
1620,1171,3,4,1470,150,580000,2008
1580,1972,2.5,2,1180,400,540000,2007
1430,1250,3,0,1430,0,399000,2007
1850,5388,2,0,1850,0,328000,2009
3340,5314,2,0,3340,0,701000,2010
2670,4800,2,0,2670,0,408000,2014
4660,16200,2,2,4660,0,2.64E+06,2005
1550,930,2,0,1060,490,445000,2006
3470,6651,2,0,3470,0,672500,2005
3010,7014,2,0,3010,0,538000,2009
3931,9497,2,0,2650,1281,450000,2014
1800,2700,2,0,1800,0,362500,2011
1570,1551,3,0,1570,0,414950,2008
2230,3939,2,0,2230,0,679950,2014
2423,7292,2,0,2423,0,290000,2005
1160,1174,2,0,790,370,230000,2007
1440,4666,1,0,1440,0,439950,2010
2052,3723,2,0,2052,0,349900,2014
2780,9272,2,0,2780,0,550000,2014
3720,5750,2,2,2960,760,1.05E+06,2006
1460,1851,2,0,1180,280,655000,2014
1370,1540,2,0,1100,270,385000,2006
3600,6110,2,0,2510,1090,729999,2012
1420,1282,3,0,1420,0,523950,2006
980,895,2,0,670,310,369000,2009
1790,2700,2,0,1790,0,509900,2010
2010,5399,2,0,2010,0,282000,2006
2370,4200,2,0,2370,0,387865,2014
2560,6238,2,0,2560,0,385000,2007
1900,6224,2,0,1900,0,536000,2005
1350,1493,2,0,1050,300,395000,2007
2650,6717,2,0,2650,0,545000,2014
3020,7035,2,4,3020,0,715000,2001
1500,2255,2,0,1500,0,348000,2005
1320,1014,3,0,1320,0,455000,2015
3120,7644,2,0,3120,0,575000,2010
1540,1270,3,0,1540,0,449950,2014
1800,2790,2,0,1800,0,364000,2011
3640,6389,2,0,3640,0,932990,2014
2440,4153,2,0,2440,0,710000,2003
3970,7314,2,0,3970,0,949990,2014
2060,4200,2,0,2060,0,326989,2014
2538,4600,2,0,2538,0,335606,2013
4270,8076,2,0,3400,870,1.53E+06,2007
1320,3150,2,0,1320,0,299950,2005
3340,5700,2,0,3340,0,962000,2013
1590,1679,2,0,1590,0,395825,2012
2710,4500,2,0,2710,0,419354,2014
3140,7258,2,1,3140,0,920000,2006
1445,1028,2,0,1300,145,366000,2005
2430,5000,2,0,2430,0,480000,2009
1370,915,2,0,1100,270,388000,2006
5050,9520,2,0,3610,1440,2.32E+06,2007
1860,1290,2,0,1240,620,730000,2010
5330,6000,2,2,3570,1760,950000,2006
1710,2171,2,0,1400,310,358990,2014
2650,4120,2,0,2650,0,398651,2014
2590,7891,2,0,2590,0,530000,2006
2610,5562,2,0,2610,0,610360,2013
1770,1235,3,0,1600,170,436110,2007
3730,8014,2,0,3730,0,925000,2012
2420,5244,2,0,2420,0,449950,2007
3330,7399,2,0,3330,0,760000,2009
1910,3481,2,0,1910,0,293000,2009
2170,7665,1,2,2170,0,695000,2013
2437,5136,2,0,2437,0,285000,2011
4180,12042,2,0,4180,0,1.26E+06,2014
1800,2791,2,0,1800,0,379900,2011
2570,7412,2,0,2570,0,472000,2006
2090,5195,2,0,2090,0,300000,2007
2789,3960,2,0,2789,0,272000,2007
2906,5893,2,0,2906,0,418395,2014
2550,6405,2,0,2550,0,465000,2008
3550,9400,2,0,3550,0,659950,2014
1590,926,3,0,1590,0,484950,2014
1950,1968,2,0,1160,790,359000,1979
3250,4500,2,0,3250,0,519000,2009
4590,14685,2,0,4590,0,1.71E+06,2009
3070,7201,2,0,3070,0,535000,2006
3030,7644,2,0,2830,200,622950,2006
2610,5845,2,0,2610,0,515000,2005
3150,6202,2,0,3150,0,330000,2005
1240,983,3,0,1240,0,318000,2009
1680,2801,2,0,1680,0,439000,2011
2220,5279,2,0,2220,0,540000,2006
4800,12727,2,0,4800,0,1.08E+06,2011
3100,4699,2,0,3100,0,435000,2010
7850,89651,2,0,7850,0,2.70E+06,2006
3590,5625,2,0,3590,0,1.10E+06,2012
1590,942,3,0,1590,0,293467,2008
2242,4800,2,0,2242,0,328000,2013
2490,3582,2,0,1720,770,550000,2005
1530,1442,3,0,1530,0,649000,2015
2150,3143,2,0,2150,0,435000,2010
2440,4800,2,0,2440,0,625000,2014
1270,1483,3,0,1270,0,415000,2007
1450,4706,2,0,1450,0,400000,2009
2690,4047,3,0,2690,0,979000,2014
2755,4831,2,0,2755,0,625250,2003
2650,3474,2,0,2230,420,665000,2011
2310,3075,2,0,1730,580,589500,2005
1460,1452,2,0,1140,320,437000,2007
1400,9000,1,0,1400,0,320000,1959
2196,7475,2,0,2196,0,333500,2006
2020,2750,2,0,1680,340,430000,2008
4280,8465,2,0,4280,0,995500,2014
2340,5002,2,0,2340,0,427874,2013
2220,4228,2,0,2220,0,334990,2014
4420,5940,2,0,3410,1010,909500,2006
1580,4961,2,0,1580,0,210000,2006
3550,6558,2,0,3550,0,952990,2013
1510,851,3,0,1420,90,622500,2013
1360,1419,2,0,1040,320,515000,2007
2040,13590,2,0,2040,0,350000,2009
1120,912,3,0,1120,0,310000,2011
4490,5099,2,0,3390,1100,700000,2006
3560,6786,2,0,2930,630,907687,2014
2150,5760,1,0,2150,0,741500,2010
2130,5088,2,0,1840,290,395000,2011
2990,6370,2,0,2990,0,559950,2014
1847,8000,2,0,1847,0,215000,2008
2610,7227,2,0,2610,0,390000,2011
1670,107157,1,0,1670,0,425000,2007
1860,415126,2,0,1860,0,472000,2006
3440,9776,2,0,3440,0,1.33E+06,2006
3510,9364,2,0,3510,0,695000,2001
1740,1279,3,0,1740,0,545000,2008
2240,5500,2,0,2240,0,389950,2013
1550,1485,3,0,1550,0,380000,2011
1390,745,3,0,1390,0,288790,2008
2500,6000,2,0,2500,0,432500,2012
2710,3326,2,0,1650,1060,615000,2005
1720,3012,2,0,1720,0,500000,2011
1760,1146,3,0,1760,0,615000,2014
2270,8196,1,0,1150,1120,500000,1963
1690,1765,2,0,1370,320,622000,2006
4000,9234,2,0,4000,0,802945,2015
2880,9003,2,0,2880,0,1.26E+06,2008
1480,1531,3,0,1480,0,598950,2014
1950,4949,2,0,1950,0,430000,2009
2700,5150,2,0,2700,0,515000,2009
2210,3917,2,0,1500,710,1.26E+06,2008
2370,3692,2.5,0,2370,0,400000,2013
1310,1254,2,0,850,460,390000,2007
2410,4293,2,0,2410,0,450000,2007
3360,5402,2,0,3360,0,804995,2014
3040,4155,2,0,2350,690,825000,2013
2140,6355,2,0,2140,0,435000,2002
1720,1715,2,0,1240,480,398000,2004
2658,3960,2,0,2658,0,411605,2014
1480,983,2,0,1180,300,315000,2013
1350,1209,3,0,1350,0,455000,2013
1150,1194,2,0,1020,130,452950,2006
1690,1468,2,0,1380,310,380000,2008
1270,1916,2,0,1270,0,340000,2012
2655,5080,2,0,2655,0,409950,2013
880,1165,2,0,880,0,360000,2005
4645,7757,2,0,3855,790,1.60E+06,2006
1270,1443,3,0,1270,0,440000,2007
1728,95950,1,3,1728,0,730000,2012
1950,7221,1,0,1950,0,408000,2006
3170,3862,3,0,3170,0,820000,2008
1233,1244,2,0,963,270,360000,2007
2570,4600,2,0,2570,0,339990,2014
1560,1020,3,0,1560,0,515000,2014
1630,1166,2,0,1020,610,541000,2013
2510,7245,2,0,2510,0,375000,2007
2223,5780,2,0,2223,0,320000,2010
1230,1058,2,0,1160,70,325000,2008
3050,7520,2,0,3050,0,740000,2014
2710,6220,2,0,2710,0,450000,2014
2090,4400,2,0,2090,0,455000,2011
1440,1068,2,0,1160,280,292500,2006
2500,51836,1,0,1510,990,650000,2013
2740,7872,2,0,2740,0,530000,2015
3360,6120,2,0,3360,0,829995,2014
2280,5013,2,0,2280,0,395000,2009
3520,5500,2,0,3520,0,859990,2014
1320,826,2,0,1100,220,342500,2008
3410,5838,2,0,3410,0,743000,2012
2730,9388,1,0,1390,1340,345000,1975
1780,2778,2,0,1530,250,443000,2007
1427,4337,2,0,1427,0,260000,2009
2910,6555,2,0,2910,0,810000,2005
3250,5600,2,0,3250,0,570000,2011
3630,8100,2,0,3630,0,1.56E+06,2008
1680,975,3,0,1680,0,840000,2009
2280,2296,3,0,1890,390,950000,2013
3310,4682,2,0,2380,930,572800,2015
1290,1112,3,0,1290,0,305000,2008
3940,7067,2,0,3230,710,1.70E+06,2008
2170,6000,2,0,1630,540,445000,2008
3290,8059,2,0,3290,0,801000,2012
2550,5376,2,0,2550,0,711000,2004
1140,977,2,0,850,290,268500,2008
2300,3825,2,0,2300,0,320000,2012
2670,5001,1,0,1640,1030,500000,2013
2440,6651,2,0,2440,0,631625,2014
1611,2210,2,2,1611,0,850000,2005
2710,3290,2,0,1650,1060,600000,2006
2015,16807,2,4,2015,0,988500,2007
3444,5166,2,0,2714,730,430236,2014
3060,9576,2,0,3060,0,1.27E+06,2005
2050,2772,2,0,2050,0,689500,2013
1390,1882,2,0,1390,0,175003,2014
1240,1249,3,0,1240,0,459000,2006
3750,74052,2,0,3750,0,1.18E+06,2013
1410,1442,3,0,1360,50,358000,2006
2448,4949,2,0,2448,0,447055,2014
2600,64626,1.5,0,2600,0,415000,2009
3330,9000,2,0,2870,460,1.21E+06,2004
1160,1010,2,0,1000,160,495000,2006
1330,1380,2,0,1060,270,479000,2005
2830,4334,3,4,2830,0,1.90E+06,2006
1610,3517,2,0,1610,0,249900,2005
2800,4000,2,0,2800,0,1.47E+06,2011
4570,10194,2,0,4570,0,1.04E+06,2006
2820,6120,2,0,2820,0,897000,2014
2570,9470,2,0,2570,0,1.10E+06,2006
1710,1193,2,0,1140,570,685000,2014
1220,3286,2,0,1220,0,295000,1982
1650,946,3,0,1650,0,619000,2014
1130,1340,2,0,910,220,439108,2008
1489,2800,2,0,1489,0,260000,2011
2690,5557,2,0,2690,0,279000,2012
1530,1305,2,0,1116,414,380000,2007
1600,6315,2,0,1600,0,287000,2013
1000,1251,2,0,930,70,377000,2006
2440,3012,3,1,2440,0,649950,2005
1260,1102,3,0,1260,0,445000,2007
1660,1692,3,0,1610,50,605000,2005
1190,1137,2,0,960,230,475000,1999
1520,1884,3,0,1520,0,399000,2009
3250,8100,2,0,3250,0,718000,2014
4700,9160,1,4,2520,2180,1.40E+06,2005
1480,1663,2,0,1180,300,341000,2012
2380,9374,1,2,2380,0,818000,2011
1640,1873,3,0,1640,0,759000,2014
1650,2262,3,0,1650,0,547500,2010
5305,8401,2,2,3745,1560,2.70E+06,2005
1278,987,2,0,1002,276,358000,2007
1200,813,3,0,1200,0,412000,2010
690,1058,2,0,690,0,245000,2005
3202,4964,2,0,3202,0,460940,2014
1347,1292,3,0,1347,0,321000,2010
2960,6000,2,0,2960,0,633634,2014
740,1284,1,0,740,0,290000,1928
1200,1137,3,0,1200,0,445000,2007
4320,7502,2,0,3500,820,887250,2012
2310,7348,1,3,2310,0,739000,2010
1490,1286,3,0,1490,0,429900,2014
1480,800,2,0,1000,480,459000,2014
1481,2820,2,0,1481,0,240000,2012
1730,1902,3,0,1730,0,566950,2014
3900,8391,2,0,3900,0,1.04E+06,2006
1130,1449,3,0,1130,0,343000,2005
3230,4838,2,0,3230,0,572115,2014
3920,5150,2,0,2820,1100,918000,2004
1190,1361,2,0,1190,0,555000,2007
2311,4396,2,0,2311,0,399440,2014
1810,914,3,0,1380,430,450000,2008
3290,6203,2,0,3290,0,648000,2008
3250,5000,2,0,3250,0,580000,2008
2544,4071,2,0,2544,0,415000,2013
1380,1389,3,0,1380,0,527500,2008
1430,800,2,0,1140,290,384000,2011
3490,28213,1.5,2,2242,1248,692000,2009
910,966,2,0,820,90,455000,2006
3080,4120,2,0,2380,700,1.28E+06,2014
2280,6031,2,0,2280,0,415000,2011
1660,1344,3,0,1660,0,975000,2008
3320,7429,2,0,3320,0,799950,2014
1680,7268,1,0,1370,310,545000,2008
2584,5005,2,0,2584,0,429900,2014
2217,8019,2,0,2217,0,275000,2009
2480,4136,2,0,2480,0,498000,2009
2610,7256,2,0,2610,0,754950,2014
3240,5562,2,0,3240,0,895000,2013
3569,8327,2,0,3569,0,580000,2013
3181,5831,2,0,3181,0,379900,2014
1921,4888,2,0,1921,0,245000,2009
1570,4926,2,0,1570,0,417000,2014
1940,3211,2,0,1940,0,555000,2009
1940,3211,2,0,1940,0,555000,2009
2210,13721,2,0,2210,0,353000,2009
1280,1187,2,0,1080,200,539000,2008
1520,5040,2,0,1520,0,434900,1977
1230,1078,2,0,1160,70,325000,2008
1480,2159,3,0,1480,0,650000,2007
2612,5850,2,0,2612,0,379950,2014
2350,4975,2,0,2350,0,700000,2012
1300,1590,2,0,1100,200,675000,2014
2020,7560,1,0,2020,0,379000,1960
2140,2867,2,0,1960,180,571000,2005
1380,1621,2,0,1140,240,475000,2007
2730,3047,2,0,2400,330,769900,2006
4220,5817,2,0,2910,1310,633000,2006
1570,1433,3,0,1570,0,635000,2010
4670,6000,2,3,3820,850,1.24E+06,2007
1370,1007,3,0,1330,40,524000,2009
3273,5115,2,0,2671,602,485000,2014
3880,13095,2,3,3700,180,1.03E+06,2009
1494,1262,3,0,1494,0,650000,2011
2930,5641,2,0,2930,0,754842,2013
2598,5553,2,0,2598,0,428900,2014
2242,4995,2,0,2242,0,329900,2011
2830,5932,2,0,2830,0,1.04E+06,2014
2710,6937,2,0,2710,0,544999,2009
2320,4344,2,0,2320,0,449950,2012
2720,7991,2,0,2720,0,635000,2006
1650,1180,3,0,1650,0,599000,2014
1430,1348,2,0,1160,270,478000,2008
2090,5040,2,0,2090,0,388000,2014
3660,4903,2,0,2760,900,809950,2014
4220,8417,3,0,4220,0,1.06E+06,2012
1450,1213,2,0,1110,340,659000,2015
3460,6738,2,0,3460,0,971971,2013
1350,874,3,0,1270,80,389000,2006
3000,5470,2,0,3000,0,355000,2005
2950,10003,2,0,2950,0,551500,2006
2530,5048,2,0,2530,0,417838,2014
4650,7660,2,0,3640,1010,1.75E+06,2008
710,1131,2,0,710,0,399950,1943
3050,8000,2,0,3050,0,740000,2007
1150,683,2,0,1150,0,335000,2013
3410,8118,2,0,3410,0,2.25E+06,2006
1370,1921,3,0,1370,0,667000,2007
3540,7009,2,0,3540,0,920000,2007
1370,1350,2,0,1010,360,368000,2007
1714,3080,2,0,1714,0,307000,2009
3650,4534,2,0,2940,710,550000,2014
2990,6037,2,0,2990,0,594491,2013
3284,6516,2,0,3284,0,460458,2014
3550,13900,1,0,1830,1720,859000,2010
1860,2875,2,0,1710,150,399950,2009
1720,1977,2,0,1360,360,547500,2007
2540,4775,2,0,2540,0,310000,2006
3270,12880,2,0,3270,0,939000,2014
980,1021,3,0,980,0,329900,2008
1150,1193,2,0,1020,130,436000,2006
1820,1855,2,0,1570,250,320000,2008
1580,3825,2,0,1580,0,375000,2011
1460,3696,2,0,1460,0,392137,2010
2900,4950,2,0,2900,0,520000,2004
2620,6389,2,0,2620,0,535000,2007
1340,999,2,0,940,400,407000,2008
3266,5398,2,0,3266,0,424950,2014
1076,1060,3,0,1076,0,290000,2006
1680,1478,2,0,1360,320,399000,2009
1930,1348,2,0,1300,630,439990,2005
2880,3091,2,0,1940,940,635000,2014
2240,5000,2,0,2240,0,635000,2013
2594,4455,2,0,2594,0,351000,2012
1210,1232,3,0,1210,0,437500,2007
3760,5000,2,0,2860,900,919204,2014
3600,6055,2,0,3600,0,923990,2014
2050,2772,2,0,2050,0,639888,2012
1510,2064,2,0,1220,290,675000,2008
2580,3909,2,0,2580,0,899900,2013
1670,4020,2,0,1670,0,252000,2009
3190,10034,2,0,3190,0,925000,2007
1280,1920,3,0,1280,0,552000,2009
2718,6197,2,0,2718,0,388500,2006
1370,1878,3,0,1370,0,548000,2004
1794,4769,2,0,1794,0,254950,2005
5120,41327,2,0,3290,1830,1.24E+06,2008
2160,1912,2,0,1970,190,629000,2014
2180,7204,2,0,2180,0,734000,2014
1490,1294,2,0,1220,270,309000,2010
2950,10254,2,0,2950,0,554950,2006
2990,207781,2,0,2990,0,785000,2000
2700,5150,2,0,2700,0,550000,2007
3130,5000,3,0,3130,0,1.01E+06,2014
3620,14250,2,0,3220,400,1.58E+06,2007
2481,4045,2,0,2481,0,309000,2014
1730,3600,2,0,1730,0,328423,2014
1420,1192,2,0,1140,280,345000,2008
3160,5175,2,0,3160,0,660000,2014
1320,1327,2,0,1040,280,385000,2008
1010,1107,2,0,710,300,459000,2006
1870,4046,2,0,1870,0,248000,2007
5220,15411,2,3,3550,1670,1.48E+06,2006
2260,5824,2,0,2260,0,379000,2011
4340,5722,3,4,4340,0,2.95E+06,2010
1620,1841,2,0,1540,80,395000,2004
2280,2289,2,0,1880,400,535000,2006
3400,9804,2,0,2550,850,970000,2008
830,1020,2,0,830,0,205000,2006
2310,7384,2,0,2310,0,310000,2010
830,1858,2,0,830,0,334500,2005
4130,7197,2,0,4130,0,995000,2012
2050,4000,2,0,2050,0,370228,2014
2050,4953,2,0,2050,0,383000,2014
1600,2610,2,0,1600,0,384500,2005
3190,8160,2,0,3190,0,865000,2014
3860,5474,2.5,0,3860,0,1.05E+06,2007
2040,5616,2,0,2040,0,502000,2012
3845,8400,2,0,3845,0,1.75E+06,2013
2650,6875,2,0,2650,0,569995,2014
3430,64441,2,0,3430,0,749950,2013
2430,5400,2,0,2430,0,550000,2007
2876,5086,2,0,2360,516,525000,2007
2550,8698,2,0,2550,0,516000,2007
4100,61419,2,0,4100,0,1.35E+06,2014
2730,4526,2,0,2730,0,440000,2009
1780,1729,2,0,1080,700,660000,2008
1880,5000,2,0,1880,0,261950,2010
3090,4943,2,0,3090,0,551000,2010
2460,14155,2,0,1900,560,665000,2014
2910,5260,2,0,2910,0,610000,2012
2910,5260,2,0,2910,0,645000,2012
1930,6360,1,0,1930,0,536751,2013
1413,3403,2,0,1413,0,260000,2009
4030,6300,2,0,3630,400,1.31E+06,2006
2880,5929,2.5,0,2880,0,429900,2014
2360,15100,1,0,2360,0,535000,2014
1070,1276,3,0,1070,0,462550,2006
1460,1367,3,0,1460,0,602000,2008
3800,9606,2,0,3800,0,730000,2008
1190,801,3,0,1190,0,300500,2010
3200,6455,2,0,3200,0,675000,2009
1970,2377,2,0,1680,290,415000,2008
2830,5831,2,0,2830,0,614000,2010
2630,5701,2,0,2630,0,385000,2010
2720,4613,2,0,2720,0,594000,2005
3160,8097,2,0,3160,0,860000,2014
3770,8899,2,0,2940,830,1.10E+06,2006
3500,6226,2,0,3500,0,775000,2004
2710,4685,2,0,2710,0,430760,2014
2170,6361,1,2,2170,0,755000,2009
1540,958,3,0,1540,0,640000,2007
1876,1531,3,0,1876,0,613500,2009
3720,213073,1,2,3720,0,780000,2007
3148,9612,2,3,3148,0,550000,2014
3240,4852,2,0,3240,0,789500,2010
3340,5000,2,0,2580,760,592000,2012
2413,5701,2,0,2413,0,454950,2014
2500,4500,2,0,2500,0,475000,2010
1180,904,2,0,780,400,659000,2014
2890,5801,2,0,2890,0,570000,2005
2230,6551,1,0,1330,900,347500,2014
1767,4500,2,0,1767,0,205000,2006
1450,1468,2,0,1100,350,380000,2009
2930,7663,2,0,2930,0,718000,2013
2710,4136,2,0,2710,0,515805,2014
3600,18645,2,1,3000,600,1.03E+06,2013
1800,3265,2,0,1800,0,437718,2014
2290,5515,2,0,2290,0,450000,2006
1510,1178,2,0,1060,450,515000,2007
1090,13444,2,0,1090,0,204000,2007
1270,1323,3,0,1270,0,360000,2006
1540,1005,3,0,1540,0,550000,2008
2930,6050,2,0,2930,0,650880,2008
4360,8504,2,4,3530,830,1.79E+06,2014
3640,4983,2,3,2790,850,895900,2014
2430,4747,2,0,2430,0,585000,2008
1520,1464,2,0,1240,280,380000,2010
2730,5820,2,0,2730,0,565997,2014
2440,2076,2,0,1930,510,459000,2006
1580,1303,2,0,1340,240,550000,2010
1420,983,3,0,1420,0,500000,2006
2820,3275,2,0,2230,590,461500,2006
5060,10320,2,0,5060,0,2.15E+06,2008
2650,5000,2,0,2650,0,790000,2007
1490,1212,2,0,1040,450,735000,2011
3060,7710,2,0,3060,0,588000,2009
3240,4185,2,0,2770,470,724500,2011
2820,5348,2,0,2820,0,749000,2008
4140,7642,2,0,4140,0,720000,2003
982,846,2,0,806,176,250000,2006
2460,3600,2,0,2460,0,790000,2007
2547,4800,2,0,2547,0,392440,2014
1834,7460,2,0,1834,0,280000,2012
3130,5126,3,0,2450,680,1.33E+06,2014
2730,4847,2,0,2730,0,649000,2008
1380,1329,2,0,1050,330,457000,2008
4700,10800,2,1,3910,790,2.23E+06,2002
2330,4284,2,0,1920,410,453000,2004
1730,3600,2,0,1730,0,329780,2014
2350,2390,3,2,2000,350,1.05E+06,2007
4000,6713,2,0,4000,0,771005,2015
3350,7752,1,0,2180,1170,1.30E+06,2009
1530,1612,3,0,1530,0,607500,2006
1610,1968,2,0,1610,0,278000,1979
2620,6178,2,0,2620,0,475000,2013
1300,1920,2,0,850,450,270000,2006
3590,5334,2,2,3140,450,1.30E+06,2006
2490,5647,2,0,2490,0,778983,2014
1320,1780,2,0,880,440,221000,2005
1800,2752,2,0,1800,0,338800,2014
3360,5225,2,0,3360,0,834995,2014
3220,9328,2,0,3220,0,550000,2006
2514,1559,2,0,2024,490,575000,2007
3130,9711,2,0,3130,0,649000,2014
2720,4738,2,0,2720,0,545000,2012
1390,916,2,0,1165,225,625000,2007
4920,270236,2,3,3820,1100,1.04E+06,2006
2134,1984,2.5,0,2134,0,611000,2008
1741,5701,2,0,1741,0,300000,2012
2560,5238,2,0,2560,0,577000,2001
2220,3561,2,0,2220,0,349990,2014
1910,4363,2,0,1910,0,650000,2006
980,853,2,0,820,160,378000,2009
1950,4197,2,0,1950,0,313200,2013
4150,12015,2,0,4150,0,1.21E+06,2014
1110,986,2,0,950,160,252500,2009
1250,1150,2,0,1080,170,308000,2009
3310,5404,2,0,3310,0,803100,2004
2020,5501,2,0,2020,0,415000,2010
3310,4850,2,0,3310,0,785000,2010
2798,4473,2,0,2798,0,499950,2012
1847,8000,2,0,1847,0,216000,2008
2420,4981,2,0,2420,0,380000,2009
2020,3600,2,0,2020,0,345000,2012
2400,6811,2,0,2400,0,456500,2007
1760,5390,1,0,1760,0,382495,2014
2110,4178,2,0,2110,0,324950,2013
2692,8392,2,0,2692,0,436472,2014
1490,4522,2,0,1490,0,365250,2009
3960,6352,2,0,3960,0,919990,2014
1740,4642,2,0,1740,0,316475,2012
1940,4517,1,0,1190,750,425000,2010
970,3279,2,0,790,180,302860,2007
1852,4000,2,0,1852,0,298000,2014
4810,18851,2,3,4810,0,3.20E+06,2007
5635,9695,2,3,4360,1275,950000,2011
1520,3041,2,0,1520,0,333000,2009
2099,4275,2,0,2099,0,289950,2010
1250,811,3,0,1250,0,419950,2014
1090,1183,3,0,1090,0,306000,2008
3216,5902,2,0,3216,0,498445,2014
2970,4400,2,0,2970,0,775950,2014
2610,6405,2,0,2610,0,605000,2001
1340,1368,2,0,1060,280,520000,2006
3300,4987,2,0,3300,0,849990,2014
1630,7599,1,0,1630,0,767450,2006
1590,929,2,0,1060,530,665000,2014
1310,1268,3.5,0,1310,0,525000,2007
3600,5697,2,0,2940,660,870515,2014
